25-Dec-11,MILITARY WIVES/GARETH MALONE,WHEREVER YOU ARE
13-Mar-05,NELLY FT TIM MCGRAW,OVER AND OVER
13-Mar-05,CABIN CREW,STAR TO FALL
13-Mar-05,JENNIFER LOPEZ,GET RIGHT
13-Mar-05,NEW ORDER,KRAFTY
13-Mar-05,PHANTOM PLANET,CALIFORNIA
13-Mar-05,AKON,LOCKED UP
13-Mar-05,BRITNEY SPEARS,DO SOMETHIN'
13-Mar-05,LL COOL J FT 7 AURELIUS,HUSH
13-Mar-05,HOWARD BROWN,YOU'RE THE FIRST THE LAST MY EVERYTHING
13-Mar-05,GIRLS ALOUD,WAKE ME UP
13-Mar-05,BRAVERY,AN HONEST MISTAKE
13-Mar-05,TYLER JAMES,FOOLISH
13-Mar-05,GAME FT 50 CENT,HOW WE DO
13-Mar-05,KAISER CHIEFS,OH MY GOD
13-Mar-05,MY CHEMICAL ROMANCE,I'M NOT OKAY (I PROMISE)
13-Mar-05,USHER,CAUGHT UP
13-Mar-05,VERBALICIOUS,DON'T PLAY NICE
13-Mar-05,SLK,HYPE HYPE
13-Mar-05,OCEAN COLOUR SCENE,FREE MY NAME
13-Mar-05,EMINEM,LIKE TOY SOLDIERS
13-Mar-05,NINE BLACK ALPS,SHOT DOWN
13-Mar-05,ELVIS PRESLEY,ROCK-A-HULA BABY
13-Mar-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
13-Mar-05,MOBY,LIFT ME UP
13-Mar-05,TWEET FT MISSY ELLIOTT,TURN DA LIGHTS OFF
13-Mar-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
13-Mar-05,SNOOP DOGG FT PHARRELL,LET'S GET BLOWN
13-Mar-05,TOWERS OF LONDON,ON A NOOSE
13-Mar-05,UNITING NATIONS,OUT OF TOUCH
13-Mar-05,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER
13-Mar-05,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN
13-Mar-05,REFLEKT FT DELLINE BASS,NEED TO FEEL LOVED
13-Mar-05,STYLES & BREEZE/KAREN DANZIG,HEARTBEATZ
13-Mar-05,LNM PROJEKT FT BONNIE BAILEY,EVERYWHERE
13-Mar-05,KANO,TYPICAL ME
13-Mar-05,FUTUREHEADS,HOUNDS OF LOVE
06-Mar-05,STEREOPHONICS,DAKOTA
06-Mar-05,NELLY FT TIM MCGRAW,OVER AND OVER
06-Mar-05,ELVIS PRESLEY,ROCK-A-HULA BABY
06-Mar-05,CABIN CREW,STAR TO FALL
06-Mar-05,JENNIFER LOPEZ,GET RIGHT
06-Mar-05,BRITNEY SPEARS,DO SOMETHIN'
06-Mar-05,BRAVERY,AN HONEST MISTAKE
06-Mar-05,AKON,LOCKED UP
06-Mar-05,LL COOL J FT 7 AURELIUS,HUSH
06-Mar-05,GIRLS ALOUD,WAKE ME UP
06-Mar-05,KAISER CHIEFS,OH MY GOD
06-Mar-05,GAME FT 50 CENT,HOW WE DO
06-Mar-05,VERBALICIOUS,DON'T PLAY NICE
06-Mar-05,USHER,CAUGHT UP
06-Mar-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
06-Mar-05,STYLES & BREEZE/KAREN DANZIG,HEARTBEATZ
06-Mar-05,EMINEM,LIKE TOY SOLDIERS
06-Mar-05,MOBY,LIFT ME UP
06-Mar-05,FUTUREHEADS,HOUNDS OF LOVE
06-Mar-05,SNOOP DOGG FT PHARRELL,LET'S GET BLOWN
06-Mar-05,REFLEKT FT DELLINE BASS,NEED TO FEEL LOVED
06-Mar-05,KANO,TYPICAL ME
06-Mar-05,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER
06-Mar-05,UNITING NATIONS,OUT OF TOUCH
06-Mar-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
06-Mar-05,REM,ELECTRON BLUE
06-Mar-05,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN
06-Mar-05,CHEMICAL BROTHERS,GALVANIZE
06-Mar-05,LCD SOUNDSYSTEM,DAFT PUNK IS PLAYING AT MY HOUSE
06-Mar-05,SHANIA TWAIN,DON'T
06-Mar-05,BJORK,TRIUMPH OF A HEART
06-Mar-05,FATBOY SLIM,THE JOKER
06-Mar-05,ELVIS PRESLEY,(MARIE'S THE NAME) HIS LATEST FLAME
06-Mar-05,ELVIS PRESLEY,SURRENDER
06-Mar-05,RAMMSTEIN,KEINE LUST
06-Mar-05,ATHLETE,WIRES
06-Mar-05,NATHAN,COME INTO MY ROOM
06-Mar-05,ANGEL CITY,SUNRISE
06-Mar-05,RAGHAV,ANGEL EYES
06-Mar-05,KT TUNSTALL,BLACK HORSE AND THE CHERRY TREE
27-Feb-05,NELLY FT TIM MCGRAW,OVER AND OVER
27-Feb-05,JENNIFER LOPEZ,GET RIGHT
27-Feb-05,ELVIS PRESLEY,(MARIE'S THE NAME) HIS LATEST FLAME
27-Feb-05,GIRLS ALOUD,WAKE ME UP
27-Feb-05,AKON,LOCKED UP
27-Feb-05,KAISER CHIEFS,OH MY GOD
27-Feb-05,LL COOL J FT 7 AURELIUS,HUSH
27-Feb-05,FUTUREHEADS,HOUNDS OF LOVE
27-Feb-05,USHER,CAUGHT UP
27-Feb-05,GAME FT 50 CENT,HOW WE DO
27-Feb-05,VERBALICIOUS,DON'T PLAY NICE
27-Feb-05,EMINEM,LIKE TOY SOLDIERS
27-Feb-05,SNOOP DOGG FT PHARRELL,LET'S GET BLOWN
27-Feb-05,REFLEKT FT DELLINE BASS,NEED TO FEEL LOVED
27-Feb-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
27-Feb-05,IDLEWILD,LOVE STEALS US FROM LONELINESS
27-Feb-05,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER
27-Feb-05,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN
27-Feb-05,ELVIS PRESLEY,SURRENDER
27-Feb-05,MAXIMO PARK,APPLY SOME PRESSURE
27-Feb-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
27-Feb-05,UNITING NATIONS,OUT OF TOUCH
27-Feb-05,ANGEL CITY,SUNRISE
27-Feb-05,CIARA FT PETEY PABLO,GOODIES
27-Feb-05,RAGHAV,ANGEL EYES
27-Feb-05,ATOMIC KITTEN,CRADLE
27-Feb-05,CHEMICAL BROTHERS,GALVANIZE
27-Feb-05,KT TUNSTALL,BLACK HORSE AND THE CHERRY TREE
27-Feb-05,KEISHA WHITE,DON'T CARE WHO KNOWS
27-Feb-05,ASHANTI,ONLY U
27-Feb-05,CHARLOTTE HATHERLEY,BASTARDO
27-Feb-05,ATHLETE,WIRES
27-Feb-05,GROOVE CUTTERS,WE CLOSE OUR EYES
27-Feb-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
27-Feb-05,DT8 PROJECT FT ANDREA BRITTON,WINTER
27-Feb-05,DOGS,SHE'S GOT A REASON
27-Feb-05,DOVES,BLACK AND WHITE TOWN
27-Feb-05,DANIEL BEDINGFIELD,WRAP MY WORDS AROUND YOU
27-Feb-05,EMBRACE,LOOKING AS YOU ARE
27-Feb-05,TEARS FOR FEARS,CLOSEST THING TO HEAVEN
20-Feb-05,JENNIFER LOPEZ,GET RIGHT
20-Feb-05,ELVIS PRESLEY,SURRENDER
20-Feb-05,LL COOL J FT 7 AURELIUS,HUSH
20-Feb-05,EMINEM,LIKE TOY SOLDIERS
20-Feb-05,GAME FT 50 CENT,HOW WE DO
20-Feb-05,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER
20-Feb-05,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN
20-Feb-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
20-Feb-05,ANGEL CITY,SUNRISE
20-Feb-05,ATOMIC KITTEN,CRADLE
20-Feb-05,EMBRACE,LOOKING AS YOU ARE
20-Feb-05,CIARA FT PETEY PABLO,GOODIES
20-Feb-05,CHEMICAL BROTHERS,GALVANIZE
20-Feb-05,ASHANTI,ONLY U
20-Feb-05,RAGHAV,ANGEL EYES
20-Feb-05,UNITING NATIONS,OUT OF TOUCH
20-Feb-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
20-Feb-05,NOISE NEXT DOOR,CALENDAR GIRL
20-Feb-05,DOVES,BLACK AND WHITE TOWN
20-Feb-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
20-Feb-05,DANIEL BEDINGFIELD,WRAP MY WORDS AROUND YOU
20-Feb-05,XZIBIT,HEY NOW (MEAN MUGGIN)
20-Feb-05,WILLY MASON,OXYGEN
20-Feb-05,ELVIS PRESLEY,WOODEN HEART
20-Feb-05,ATHLETE,WIRES
20-Feb-05,TRICK DADDY/TWISTA/LIL' JON,LET'S GO
20-Feb-05,BIFFY CLYRO,ONLY ONE WORD COMES TO MIND
20-Feb-05,FREEFALLER,DO THIS DO THAT
20-Feb-05,GOOD CHARLOTTE,I JUST WANNA LIVE
20-Feb-05,ASHLEE SIMPSON,LA LA
20-Feb-05,LUCIE SILVAS,BREATHE IN
20-Feb-05,LOVEFREEKZ,SHINE
20-Feb-05,DEATH FROM ABOVE 1979,BLOOD ON OUR HANDS
20-Feb-05,SCISSOR SISTERS,FILTHY/GORGEOUS
20-Feb-05,ROOSTER,STARING AT THE SUN
20-Feb-05,MARK JOSEPH,LADY LADY
20-Feb-05,HANSON,PENNY & ME
20-Feb-05,NEW RHODES,YOU'VE GIVEN ME SOMETHING THAT I CAN'T
20-Feb-05,BLOC PARTY,SO HERE WE ARE/POSITIVE TENSION
20-Feb-05,ELVIS PRESLEY,ARE YOU LONESOME TONIGHT
13-Feb-05,U2,SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN
13-Feb-05,ELVIS PRESLEY,WOODEN HEART
13-Feb-05,EMINEM,LIKE TOY SOLDIERS
13-Feb-05,DESTINY'S CHILD/TI/LIL WAYNE,SOLDIER
13-Feb-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
13-Feb-05,DOVES,BLACK AND WHITE TOWN
13-Feb-05,RAGHAV,ANGEL EYES
13-Feb-05,ASHANTI,ONLY U
13-Feb-05,CHEMICAL BROTHERS,GALVANIZE
13-Feb-05,CIARA FT PETEY PABLO,GOODIES
13-Feb-05,NOISE NEXT DOOR,CALENDAR GIRL
13-Feb-05,DANIEL BEDINGFIELD,WRAP MY WORDS AROUND YOU
13-Feb-05,UNITING NATIONS,OUT OF TOUCH
13-Feb-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
13-Feb-05,XZIBIT,HEY NOW (MEAN MUGGIN)
13-Feb-05,ATHLETE,WIRES
13-Feb-05,LUCIE SILVAS,BREATHE IN
13-Feb-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
13-Feb-05,BLOC PARTY,SO HERE WE ARE/POSITIVE TENSION
13-Feb-05,ELVIS PRESLEY,ARE YOU LONESOME TONIGHT
13-Feb-05,GOOD CHARLOTTE,I JUST WANNA LIVE
13-Feb-05,FREEFALLER,DO THIS DO THAT
13-Feb-05,KILLS,THE GOOD ONES
13-Feb-05,LOVEFREEKZ,SHINE
13-Feb-05,DUKE SPIRIT,LION RIP
13-Feb-05,ONE WORLD PROJECT,GRIEF NEVER GROWS OLD
13-Feb-05,ELVIS PRESLEY,IT'S NOW OR NEVER
13-Feb-05,ASHLEE SIMPSON,LA LA
13-Feb-05,HANSON,PENNY & ME
13-Feb-05,SCISSOR SISTERS,FILTHY/GORGEOUS
13-Feb-05,ELVIS PRESLEY,ONE NIGHT/I GOT STUNG
13-Feb-05,ELVIS PRESLEY,A FOOL SUCH AS I
13-Feb-05,DURAN DURAN,WHAT HAPPENS TOMORROW
13-Feb-05,ROOSTER,STARING AT THE SUN
13-Feb-05,LEMAR,IF THERE'S ANY JUSTICE
13-Feb-05,BEAUTIFUL SOUTH,THIS WILL BE OUR YEAR
13-Feb-05,ELVIS PRESLEY,JAILHOUSE ROCK
13-Feb-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
13-Feb-05,DANA RAYNE,OBJECT OF MY DESIRE
13-Feb-05,CAM'RON FT MONA LISA,GIRLS
06-Feb-05,EMINEM,LIKE TOY SOLDIERS
06-Feb-05,ELVIS PRESLEY,ARE YOU LONESOME TONIGHT
06-Feb-05,BRIAN MCFADDEN & DELTA GOODREM,ALMOST HERE
06-Feb-05,ASHANTI,ONLY U
06-Feb-05,BLOC PARTY,SO HERE WE ARE/POSITIVE TENSION
06-Feb-05,CIARA FT PETEY PABLO,GOODIES
06-Feb-05,CHEMICAL BROTHERS,GALVANIZE
06-Feb-05,ONE WORLD PROJECT,GRIEF NEVER GROWS OLD
06-Feb-05,GOOD CHARLOTTE,I JUST WANNA LIVE
06-Feb-05,UNITING NATIONS,OUT OF TOUCH
06-Feb-05,DURAN DURAN,WHAT HAPPENS TOMORROW
06-Feb-05,ATHLETE,WIRES
06-Feb-05,XZIBIT,HEY NOW (MEAN MUGGIN)
06-Feb-05,ELVIS PRESLEY,IT'S NOW OR NEVER
06-Feb-05,LUCIE SILVAS,BREATHE IN
06-Feb-05,LOVEFREEKZ,SHINE
06-Feb-05,FREEFALLER,DO THIS DO THAT
06-Feb-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
06-Feb-05,HANSON,PENNY & ME
06-Feb-05,ASHLEE SIMPSON,LA LA
06-Feb-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
06-Feb-05,ELVIS PRESLEY,A FOOL SUCH AS I
06-Feb-05,ROOSTER,STARING AT THE SUN
06-Feb-05,SCISSOR SISTERS,FILTHY/GORGEOUS
06-Feb-05,CAM'RON FT MONA LISA,GIRLS
06-Feb-05,ELVIS PRESLEY,ONE NIGHT/I GOT STUNG
06-Feb-05,ELVIS PRESLEY,JAILHOUSE ROCK
06-Feb-05,STONEBRIDGE FT THERESE,TAKE ME AWAY
06-Feb-05,22-20S,SUCH A FOOL
06-Feb-05,SOUL CENTRAL FT KATHY BROWN,STRINGS OF LIFE (STRONGER ON MY OWN)
06-Feb-05,LEMAR,IF THERE'S ANY JUSTICE
06-Feb-05,MYLO,DESTROY ROCK & ROLL
06-Feb-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
06-Feb-05,WEDDING PRESENT,I'M FROM FURTHER NORTH THAN YOU
06-Feb-05,DANA RAYNE,OBJECT OF MY DESIRE
06-Feb-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
06-Feb-05,DEEYAH,PLAN OF MY OWN
06-Feb-05,LIL JON & THE EAST SIDE BOYZ,ROLL CALL/WHAT U GON' DO
06-Feb-05,KILLERS,SOMEBODY TOLD ME
06-Feb-05,FEEDER,TUMBLE AND FALL
30-Jan-05,ELVIS PRESLEY,IT'S NOW OR NEVER
30-Jan-05,ASHANTI,ONLY U
30-Jan-05,CIARA FT PETEY PABLO,GOODIES
30-Jan-05,ONE WORLD PROJECT,GRIEF NEVER GROWS OLD
30-Jan-05,CHEMICAL BROTHERS,GALVANIZE
30-Jan-05,LOVEFREEKZ,SHINE
30-Jan-05,ATHLETE,WIRES
30-Jan-05,FREEFALLER,DO THIS DO THAT
30-Jan-05,XZIBIT,HEY NOW (MEAN MUGGIN)
30-Jan-05,HANSON,PENNY & ME
30-Jan-05,ASHLEE SIMPSON,LA LA
30-Jan-05,LUCIE SILVAS,BREATHE IN
30-Jan-05,UNITING NATIONS,OUT OF TOUCH
30-Jan-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
30-Jan-05,MYLO,DESTROY ROCK & ROLL
30-Jan-05,ROOSTER,STARING AT THE SUN
30-Jan-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
30-Jan-05,KILLERS,SOMEBODY TOLD ME
30-Jan-05,PHIXX,STRANGE LOVE
30-Jan-05,ELVIS PRESLEY,A FOOL SUCH AS I
30-Jan-05,LEMON JELLY,THE SHOUTY TRACK
30-Jan-05,STONEBRIDGE FT THERESE,TAKE ME AWAY
30-Jan-05,COMMANDER TOM,ATTENTION
30-Jan-05,SCISSOR SISTERS,FILTHY/GORGEOUS
30-Jan-05,FEEDER,TUMBLE AND FALL
30-Jan-05,DANA RAYNE,OBJECT OF MY DESIRE
30-Jan-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
30-Jan-05,SOUL CENTRAL FT KATHY BROWN,STRINGS OF LIFE (STRONGER ON MY OWN)
30-Jan-05,GWEN STEFANI,WHAT YOU WAITING FOR
30-Jan-05,LEMAR,IF THERE'S ANY JUSTICE
30-Jan-05,DARIUS,LIVE TWICE
30-Jan-05,AMSTERDAM/RICKY,THE JOURNEY/STOP KNOCKING THE WALLS DOWN
30-Jan-05,HOUSTON,AIN'T NOTHING WRONG
30-Jan-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
30-Jan-05,KYLIE MINOGUE,I BELIEVE IN YOU
30-Jan-05,HAL,WHAT A LOVELY DANCE
30-Jan-05,ERASURE,BREATHE
30-Jan-05,IAN BROWN,TIME IS MY EVERYTHING
30-Jan-05,IRON MAIDEN,THE NUMBER OF THE BEAST
30-Jan-05,ELVIS PRESLEY,ONE NIGHT/I GOT STUNG
23-Jan-05,CIARA FT PETEY PABLO,GOODIES
23-Jan-05,ELVIS PRESLEY,A FOOL SUCH AS I
23-Jan-05,CHEMICAL BROTHERS,GALVANIZE
23-Jan-05,ATHLETE,WIRES
23-Jan-05,FEEDER,TUMBLE AND FALL
23-Jan-05,LUCIE SILVAS,BREATHE IN
23-Jan-05,KILLERS,SOMEBODY TOLD ME
23-Jan-05,UNITING NATIONS,OUT OF TOUCH
23-Jan-05,STONEBRIDGE FT THERESE,TAKE ME AWAY
23-Jan-05,ROOSTER,STARING AT THE SUN
23-Jan-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
23-Jan-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
23-Jan-05,SOUL CENTRAL FT KATHY BROWN,STRINGS OF LIFE (STRONGER ON MY OWN)
23-Jan-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
23-Jan-05,IAN BROWN,TIME IS MY EVERYTHING
23-Jan-05,DANA RAYNE,OBJECT OF MY DESIRE
23-Jan-05,GWEN STEFANI,WHAT YOU WAITING FOR
23-Jan-05,SCISSOR SISTERS,FILTHY/GORGEOUS
23-Jan-05,DARIUS,LIVE TWICE
23-Jan-05,ELVIS PRESLEY,ONE NIGHT/I GOT STUNG
23-Jan-05,OTHERS,LACKEY
23-Jan-05,IRON MAIDEN,THE NUMBER OF THE BEAST
23-Jan-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
23-Jan-05,LEMAR,IF THERE'S ANY JUSTICE
23-Jan-05,ERASURE,BREATHE
23-Jan-05,MANIC STREET PREACHERS,EMPTY SOULS
23-Jan-05,SOULWAX,E TALKING
23-Jan-05,MERCURY REV,IN A FUNNY WAY
23-Jan-05,SNOOP DOGG FT PHARRELL,DROP IT LIKE IT'S HOT
23-Jan-05,KYLIE MINOGUE,I BELIEVE IN YOU
23-Jan-05,NELLY & CHRISTINA AGUILERA,TILT YA HEAD BACK
23-Jan-05,POP,SERIOUS
23-Jan-05,ROOTS MANUVA,COLOSSAL INSIGHT
23-Jan-05,RONAN KEATING FT YUSUF,FATHER AND SON
23-Jan-05,KASABIAN,CUTT OFF
23-Jan-05,RACHEL MCFARLANE,LOVER
23-Jan-05,NATASHA BEDINGFIELD,UNWRITTEN
23-Jan-05,MOONEY SUZUKI,ALIVE & AMPLIFIED
23-Jan-05,RONI SIZE FT BEVERLEY KNIGHT,NO MORE
23-Jan-05,ERIC PRYDZ,CALL ON ME
16-Jan-05,ELVIS PRESLEY,ONE NIGHT/I GOT STUNG
16-Jan-05,MANIC STREET PREACHERS,EMPTY SOULS
16-Jan-05,KILLERS,SOMEBODY TOLD ME
16-Jan-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
16-Jan-05,ROOSTER,STARING AT THE SUN
16-Jan-05,SOUL CENTRAL FT KATHY BROWN,STRINGS OF LIFE (STRONGER ON MY OWN)
16-Jan-05,DARIUS,LIVE TWICE
16-Jan-05,IRON MAIDEN,THE NUMBER OF THE BEAST
16-Jan-05,UNITING NATIONS,OUT OF TOUCH
16-Jan-05,ELVIS PRESLEY,JAILHOUSE ROCK
16-Jan-05,DANA RAYNE,OBJECT OF MY DESIRE
16-Jan-05,SCISSOR SISTERS,FILTHY/GORGEOUS
16-Jan-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
16-Jan-05,ERASURE,BREATHE
16-Jan-05,GWEN STEFANI,WHAT YOU WAITING FOR
16-Jan-05,POP,SERIOUS
16-Jan-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
16-Jan-05,THIRTEEN SENSES,THRU THE GLASS
16-Jan-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
16-Jan-05,MUSIC,BREAKIN'
16-Jan-05,LEMAR,IF THERE'S ANY JUSTICE
16-Jan-05,CLIENT,PORNOGRAPHY
16-Jan-05,KYLIE MINOGUE,I BELIEVE IN YOU
16-Jan-05,KINGS OF LEON,FOUR KICKS
16-Jan-05,SNOOP DOGG FT PHARRELL,DROP IT LIKE IT'S HOT
16-Jan-05,RONI SIZE FT BEVERLEY KNIGHT,NO MORE
16-Jan-05,KASABIAN,CUTT OFF
16-Jan-05,NARCOTIC THRUST,WHEN THE DAWN BREAKS
16-Jan-05,NELLY & CHRISTINA AGUILERA,TILT YA HEAD BACK
16-Jan-05,RONAN KEATING FT YUSUF,FATHER AND SON
16-Jan-05,BAND AID 20,DO THEY KNOW IT'S CHRISTMAS
16-Jan-05,LONGVIEW,COMING DOWN/WHEN YOU SLEEP
16-Jan-05,JAMIE SCOTT,SEARCHING
16-Jan-05,NATASHA BEDINGFIELD,UNWRITTEN
16-Jan-05,ERIC PRYDZ,CALL ON ME
16-Jan-05,PINK GREASE,STRIP
16-Jan-05,LETHAL BIZZLE,POW (FORWARD)
16-Jan-05,USHER,CONFESSIONS PART II/MY BOO
16-Jan-05,INTERPOL,EVIL
16-Jan-05,GIRLS ALOUD,I'LL STAND BY YOU
09-Jan-05,ELVIS PRESLEY,JAILHOUSE ROCK
09-Jan-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
09-Jan-05,IRON MAIDEN,THE NUMBER OF THE BEAST
09-Jan-05,ERASURE,BREATHE
09-Jan-05,SCISSOR SISTERS,FILTHY/GORGEOUS
09-Jan-05,BAND AID 20,DO THEY KNOW IT'S CHRISTMAS
09-Jan-05,DANA RAYNE,OBJECT OF MY DESIRE
09-Jan-05,KASABIAN,CUTT OFF
09-Jan-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
09-Jan-05,UNITING NATIONS,OUT OF TOUCH
09-Jan-05,KYLIE MINOGUE,I BELIEVE IN YOU
09-Jan-05,GWEN STEFANI,WHAT YOU WAITING FOR
09-Jan-05,RONAN KEATING FT YUSUF,FATHER AND SON
09-Jan-05,LEMAR,IF THERE'S ANY JUSTICE
09-Jan-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
09-Jan-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
09-Jan-05,SEAGULLS SKA,TOM HARK (WE WANT FALMER)
09-Jan-05,INTERPOL,EVIL
09-Jan-05,NELLY & CHRISTINA AGUILERA,TILT YA HEAD BACK
09-Jan-05,SNOOP DOGG FT PHARRELL,DROP IT LIKE IT'S HOT
09-Jan-05,NATASHA BEDINGFIELD,UNWRITTEN
09-Jan-05,GIRLS ALOUD,I'LL STAND BY YOU
09-Jan-05,LETHAL BIZZLE,POW (FORWARD)
09-Jan-05,ERIC PRYDZ,CALL ON ME
09-Jan-05,CHRISTINA AGUILERA FT MISSY,CAR WASH
09-Jan-05,USHER,CONFESSIONS PART II/MY BOO
09-Jan-05,MERRION/MCCALL/KENSIT,I GOT YOU BABE/SODA POP
09-Jan-05,BLUE,CURTAIN FALLS
09-Jan-05,MICHAEL GRAY,THE WEEKEND
09-Jan-05,U2,VERTIGO
09-Jan-05,URBAN COOKIE COLLECTIVE,THE KEY THE SECRET 2005
09-Jan-05,DESTINY'S CHILD,LOSE MY BREATH
09-Jan-05,3RD WISH,OBSESSION (SI ES AMOR)
09-Jan-05,ROBBIE WILLIAMS,MISUNDERSTOOD
09-Jan-05,JAMELIA,DJ/STOP
09-Jan-05,GERI,RIDE IT
09-Jan-05,EMINEM,JUST LOSE IT
09-Jan-05,BRIAN MCFADDEN,IRISH SON
09-Jan-05,100 PERCENT FT JENNIFER JOHN,JUST CAN'T WAIT (SATURDAY)
09-Jan-05,BRITNEY SPEARS,MY PREROGATIVE
02-Jan-05,STEVE BROOKSTEIN,AGAINST ALL ODDS
02-Jan-05,BAND AID 20,DO THEY KNOW IT'S CHRISTMAS
02-Jan-05,KYLIE MINOGUE,I BELIEVE IN YOU
02-Jan-05,RONAN KEATING FT YUSUF,FATHER AND SON
02-Jan-05,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
02-Jan-05,GREEN DAY,BOULEVARD OF BROKEN DREAMS
02-Jan-05,UNITING NATIONS,OUT OF TOUCH
02-Jan-05,LEMAR,IF THERE'S ANY JUSTICE
02-Jan-05,NELLY & CHRISTINA AGUILERA,TILT YA HEAD BACK
02-Jan-05,NATASHA BEDINGFIELD,UNWRITTEN
02-Jan-05,GWEN STEFANI,WHAT YOU WAITING FOR
02-Jan-05,GIRLS ALOUD,I'LL STAND BY YOU
02-Jan-05,SNOOP DOGG FT PHARRELL,DROP IT LIKE IT'S HOT
02-Jan-05,LETHAL BIZZLE,POW (FORWARD)
02-Jan-05,MERRION/MCCALL/KENSIT,I GOT YOU BABE/SODA POP
02-Jan-05,DESTINY'S CHILD,LOSE MY BREATH
02-Jan-05,JAY-Z & LINKIN PARK,NUMB/ENCORE
02-Jan-05,CHRISTINA AGUILERA FT MISSY,CAR WASH
02-Jan-05,EMINEM,JUST LOSE IT
02-Jan-05,ERIC PRYDZ,CALL ON ME
02-Jan-05,USHER,CONFESSIONS PART II/MY BOO
02-Jan-05,3RD WISH,OBSESSION (SI ES AMOR)
02-Jan-05,JAMELIA,DJ/STOP
02-Jan-05,ROBBIE WILLIAMS,MISUNDERSTOOD
02-Jan-05,GERI,RIDE IT
02-Jan-05,MICHAEL GRAY,THE WEEKEND
02-Jan-05,U2,VERTIGO
02-Jan-05,BRIAN MCFADDEN,IRISH SON
02-Jan-05,MCFLY,ROOM ON THE 3RD FLOOR
02-Jan-05,BLUE,CURTAIN FALLS
02-Jan-05,100 PERCENT FT JENNIFER JOHN,JUST CAN'T WAIT (SATURDAY)
02-Jan-05,GOLDIE LOOKIN CHAIN,YOU KNOWS I LOVES YOU BABY
02-Jan-05,JOJO FT BOW WOW,BABY IT'S YOU
02-Jan-05,ELECTRIC SIX,RADIO GAGA
02-Jan-05,BRITNEY SPEARS,MY PREROGATIVE
02-Jan-05,MORRISSEY,I HAVE FORGIVEN JESUS
02-Jan-05,JET,GET ME OUTTA HERE
02-Jan-05,SECRET MACHINES,SAD AND LONELY
02-Jan-05,BABYSHAMBLES,KILLAMANGIRO
02-Jan-05,MAROON 5,SUNDAY MORNING
26-Dec-04,BAND AID 20,DO THEY KNOW IT'S CHRISTMAS
26-Dec-04,STEVE BROOKSTEIN,AGAINST ALL ODDS
26-Dec-04,RONAN KEATING FT YUSUF,FATHER AND SON
26-Dec-04,KYLIE MINOGUE,I BELIEVE IN YOU
26-Dec-04,LEMAR,IF THERE'S ANY JUSTICE
26-Dec-04,ICE CUBE FT MACK 10 & MS TOI,YOU CAN DO IT
26-Dec-04,GREEN DAY,BOULEVARD OF BROKEN DREAMS
26-Dec-04,MERRION/MCCALL/KENSIT,I GOT YOU BABE/SODA POP
26-Dec-04,GIRLS ALOUD,I'LL STAND BY YOU
